iter	RMSE
152	0.2534440043
153	0.2531512232
154	0.2528511982
155	0.2525768304
156	0.2523408982
157	0.2521162871
158	0.2518601471
159	0.2516387673
160	0.2513498408
161	0.2510442669
162	0.2508053795
163	0.2505440223
164	0.2502809791
165	0.2500329493
166	0.2497224675
167	0.2494810762
168	0.2492545561
169	0.2489998906
170	0.2487738146
171	0.2484599784
172	0.2482916663
173	0.2480741354
174	0.2478768851
175	0.2475931535
176	0.2473860278
177	0.2471407876
178	0.2468652936
179	0.2465916778
180	0.2464138191
181	0.246167973
182	0.2459557694
183	0.2457355435
184	0.2455316766
185	0.2452642053
186	0.2450697579
187	0.2448274589
188	0.2445432346
189	0.2443309676
190	0.2441292077
191	0.2439470492
192	0.2437721896
193	0.2435090467
194	0.2433554574
195	0.2431724739
196	0.2430175513
197	0.2428357043
198	0.2426558653
199	0.2424778207
200	0.242324582
201	0.2421122847
202	0.2419711026
203	0.2416906416
204	0.2414666516
205	0.2413101747
206	0.2411331513
207	0.2409635012
208	0.2407870744
209	0.2406195037
210	0.2403730162
211	0.2402215254
212	0.2400851943
213	0.2399356025
214	0.239747073
215	0.2395198595
216	0.2393701534
217	0.2391378407
218	0.2389718407
219	0.2387475355
220	0.2385547438
221	0.2383536814
222	0.2382159595
223	0.2380939725
224	0.2379191356
225	0.2377969599
226	0.2375941417
227	0.2373943246
228	0.2372543542
229	0.2370572494
230	0.2368890287
231	0.236750931
232	0.2365977767
233	0.236409407
234	0.2362067721
235	0.2360568254
236	0.2359077408
237	0.2357621824
238	0.2356275465
239	0.2355119616
240	0.2353374771
241	0.2352172974
242	0.2351028963
243	0.2349715641
244	0.2348623053
245	0.2347459376
246	0.2346286126
247	0.234539768
248	0.2344267119
249	0.2342462099
250	0.2341172075
251	0.2339806819
252	0.2338370658
253	0.2337229446
254	0.2336208826
255	0.2335205116
256	0.2334381754
257	0.2332643279
258	0.2331340371
259	0.2330133477
260	0.2329214408
261	0.2328034049
262	0.232669349
263	0.2325800152
264	0.2324578352
265	0.2323377468
266	0.2322452879
267	0.2321029236
268	0.2319798364
269	0.231829588
270	0.2317446181
271	0.2316556672
272	0.2315735816
273	0.2314824573
274	0.2313180821
275	0.2312013068
276	0.2310827302
277	0.2309944801
278	0.2308622996
279	0.2307249493
280	0.230623095
281	0.2305096855
282	0.2303287836
283	0.2302291037
284	0.23011411
285	0.2300107934
286	0.2298802307
287	0.2297665105
288	0.2296716952
289	0.2296015324
290	0.2294497428
291	0.2293449146
292	0.2292139673
293	0.229095707
294	0.2290119103
295	0.2289410449
296	0.228855915
297	0.2287029934
298	0.2286121058
299	0.2285236666
300	0.2284319314
301	0.228324461
302	0.2282504062
303	0.2281622459
304	0.2280674173
305	0.227989114
306	0.2278701306
307	0.2278038658
308	0.2276988606
309	0.2275692829
310	0.2275005475
311	0.2274410374
312	0.2273384
313	0.2272695034
314	0.227194331
315	0.2270843193
316	0.2270028834
317	0.2269478824
318	0.2268350026
319	0.2266825133
320	0.2266149815
321	0.2265494036
322	0.2264414896
323	0.2263480784
324	0.2262428303
325	0.2261500583
326	0.226043392
327	0.2259173257
328	0.2258298102
329	0.2257656331
330	0.2256924485
331	0.2255994887
332	0.2255197465
333	0.2254346046
334	0.2253711652
335	0.2253032895
336	0.2252199677
337	0.2251042074
338	0.2249789508
339	0.2249236103
340	0.2247916752
341	0.2246915052
342	0.2245585907
343	0.2244876903
344	0.2244204085
345	0.2242912268
346	0.2241904485
347	0.2240675202
348	0.2239885004
349	0.2239303375
350	0.2238284242
351	0.2237544768
352	0.2237101455
353	0.2236502016
354	0.2235845821
355	0.2234786938
356	0.2234229374
357	0.2233687207
358	0.223275662
359	0.2231646593
360	0.223089663
361	0.2230098036
362	0.222949058
363	0.2228940884
364	0.2228424134
365	0.2227921734
366	0.2227089565
367	0.2226246669
368	0.2225619373
369	0.2224892386
370	0.2224366057
371	0.2223690241
372	0.2222592875
373	0.2222042179
374	0.222143803
375	0.2220277887
376	0.2219720702
377	0.2219124288
378	0.2218512791
379	0.2218030353
380	0.2217330061
381	0.2216851188
382	0.2216194595
383	0.2215788124
384	0.2215315403
385	0.2214658861
386	0.2214207639
387	0.221363465
388	0.221296163
389	0.2212506555
390	0.2211732247
391	0.2211188144
392	0.2210754994
393	0.2209730398
394	0.2209340229
395	0.220879036
396	0.2208345958
397	0.2207506656
398	0.2206943447
399	0.2205942707
400	0.2205426858
401	0.220492064
402	0.2204447199
403	0.2203812774
404	0.2203166523
405	0.2202397455
406	0.2201371203
407	0.2200355265
408	0.2199845378
409	0.219937682
410	0.219870123
411	0.2198021452
412	0.2197561651
413	0.2197023241
414	0.2196484786
415	0.2195817975
416	0.219539351
417	0.2194310405
418	0.2193416333
419	0.2192739082
420	0.2192260762
421	0.2191850287
422	0.2191399866
423	0.2190779337
424	0.2190252831
425	0.2189393704
426	0.2188638984
427	0.2188235986
428	0.2187789575
429	0.2187266026
430	0.2186726965
431	0.2186219743
432	0.218583023
433	0.2185057558
434	0.2184698063
435	0.2184069301
436	0.2183261533
437	0.2182401809
438	0.2182068604
439	0.2181527904
440	0.2181084809
441	0.2180353699
442	0.2179588478
443	0.2178661476
444	0.217789703
445	0.2177438591
446	0.2176906109
447	0.2176529215
448	0.2175898694
449	0.2175399263
450	0.217493711
451	0.2174199393
452	0.2173481573
453	0.2172761071
454	0.217242033
455	0.2171340455
456	0.217080677
457	0.2170438937
458	0.2170114487
459	0.2169517272
460	0.2168978479
461	0.2168579141
462	0.2168068619
463	0.2167365005
464	0.2166555345
465	0.2166195219
466	0.2165764252
467	0.2165464367
468	0.2165011396
469	0.2164677126
470	0.2164234788
471	0.216386427
472	0.2163259063
473	0.2162942084
474	0.2162278368
475	0.2161813547
476	0.2161197154
477	0.216073563
478	0.2160129304
479	0.2159674417
480	0.215903993
481	0.215818621
482	0.2157624349
483	0.2157304514
484	0.2156442553
485	0.2156119018
486	0.2155877925
487	0.2154808714
488	0.2154058009
489	0.2153440087
490	0.2153199132
491	0.2152675815
492	0.2152355567
493	0.2152005383
494	0.2151677626
495	0.2151232294
496	0.2150432511
497	0.2150146991
498	0.2149664995
499	0.2148888862
500	0.2148450752
501	0.2148124471
502	0.2147725964
503	0.2147285981
504	0.2146877146
505	0.2146323491
506	0.214599814
507	0.2145002089
508	0.2144368513
509	0.2143749682
510	0.2143446111
511	0.214311512
512	0.2142787127
513	0.2142386103
514	0.2141688012
515	0.2141123523
516	0.2140267954
517	0.2139494111
518	0.2138929278
519	0.2138391365
520	0.2137946418
521	0.2137387945
522	0.2137014551
523	0.2136409519
524	0.2135743227
525	0.21352253
526	0.2134553295
527	0.213384414
528	0.2133202715
529	0.2132959338
530	0.2132540494
531	0.2132029152
532	0.2131884955
533	0.2131366227
534	0.2130711938
535	0.2130113312
536	0.212978365
537	0.2129217221
538	0.2128803881
539	0.2128426812
540	0.2127764671
541	0.2127521995
542	0.2127253698
543	0.2126942631
544	0.2126600974
545	0.2126283866
546	0.2125664246
547	0.2125135247
548	0.2124563727
549	0.212400333
550	0.212347294
551	0.2123169467
552	0.2122805819
553	0.2122250527
554	0.2121920396
555	0.2121564317
556	0.2121323735
557	0.2120608311
558	0.2119857852
559	0.211942581
560	0.2118753623
561	0.2118543354
562	0.2117936164
563	0.21176544
564	0.2117389102
565	0.2116945853
566	0.2116499785
567	0.2116259575
568	0.2115866429
569	0.2115345475
570	0.2115118969
571	0.2114299682
572	0.2113631072
573	0.2113482909
574	0.2113181114
575	0.2112859387
576	0.2112058092
577	0.2111455059
578	0.2110802762
579	0.211026769
580	0.2109496298
581	0.2108931112
582	0.2108529902
583	0.2107788668
584	0.2107046508
585	0.2106548818
586	0.2105993248
587	0.2105507977
588	0.2105328664
589	0.2104782014
590	0.2104662585
591	0.2104411586
592	0.2103665057
593	0.2103216617
594	0.210261027
595	0.2102279156
596	0.2101720607
597	0.2101169599
598	0.2100897313
599	0.2100777252
600	0.2100228861
601	0.2100008009
602	0.2099761287
603	0.2099216131
604	0.2099036854
605	0.2098359065
606	0.2097930557
607	0.209740758
608	0.2097279963
609	0.2096779722
610	0.209625809
611	0.2095765585
612	0.2095395331
613	0.2095010512
614	0.2094536394
615	0.2093961994
616	0.2093724335
617	0.2093348205
618	0.2092755809
619	0.2092277608
620	0.2092152358
621	0.209188156
622	0.2091044402
623	0.2090884163
624	0.2090279133
625	0.2090110116
626	0.2089648037
627	0.208902626
628	0.2088854774
629	0.2088010628
630	0.2087845091
631	0.2087701534
632	0.2087561302
633	0.2087373413
634	0.2087203785
635	0.2086642216
636	0.2086450406
637	0.2086236024
638	0.2086090274
639	0.2085938926
640	0.2085769254
641	0.2085573656
642	0.2085350694
643	0.2085212373
644	0.2085110423
645	0.2084920607
646	0.2084803427
647	0.2084367452
648	0.2084008857
649	0.208341268
650	0.2082765438
651	0.208225498
652	0.2081812581
653	0.2081293009
654	0.2080616274
655	0.2080099573
656	0.207963295
657	0.2079299943
658	0.2078856593
659	0.2078670598
660	0.2078497585
661	0.2077906691
662	0.2077417111
663	0.2076949262
664	0.2076312394
665	0.2075700304
666	0.2074999278
667	0.2074464252
668	0.2073988794
669	0.2073420234
670	0.2073001407
671	0.2072639498
672	0.2072169605
673	0.2071764045
674	0.2071530687
675	0.207116302
676	0.2070637908
677	0.207008572
678	0.2069664574
679	0.2069226021
680	0.2068559421
681	0.2068262199
682	0.2067643508
683	0.2067173301
684	0.2066462448
685	0.2066365179
686	0.2065808288
687	0.2065246919
688	0.206477491
689	0.2064293643
690	0.2063783648
691	0.2063641745
692	0.2063139678
693	0.2062713421
694	0.2062287172
695	0.2061737481
696	0.2061308188
697	0.2060765777
698	0.2060649155
699	0.2060151643
700	0.2059322577
701	0.2058746035
702	0.205831556
703	0.2057668791
704	0.2057133094
705	0.2056744995
706	0.2056315498
707	0.2055784362
708	0.2055365249
709	0.2054848749
710	0.2054337922
711	0.2053826807
712	0.2053573366
713	0.2053128386
714	0.2052676785
715	0.2052488262
716	0.2051762428
717	0.2051443584
718	0.2050854944
719	0.2050465543
720	0.2049975034
721	0.204978681
722	0.2049413407
723	0.204926967
724	0.2049135631
725	0.2048650583
726	0.204826486
727	0.2047835892
728	0.2047352962
729	0.2046869007
730	0.2046322254
731	0.204597462
732	0.2045491437
733	0.2045237227
734	0.2044647987
735	0.2044118899
736	0.204369579
737	0.2043272384
738	0.2042855975
739	0.2042567403
740	0.2042175354
741	0.2041823003
742	0.2041454656
743	0.2041176821
744	0.2040883125
745	0.204051693
746	0.2040118608
747	0.2039719498
748	0.2039239362
749	0.2038809344
750	0.2038249716
751	0.2037939269
752	0.2037525399
753	0.2037061617
754	0.2036600951
755	0.2036510586
756	0.2035996612
757	0.2035660483
758	0.203523945
759	0.2034835992
760	0.203467891
761	0.2034230133
762	0.2033750228
763	0.203345229
764	0.2033051349
765	0.2032730752
766	0.2032335138
767	0.2031662496
768	0.2031159828
769	0.2030743529
770	0.2030394181
771	0.2029987884
772	0.202964459
773	0.2029492114
774	0.2029078871
775	0.2028617476
776	0.2028166419
777	0.2027737282
778	0.202734985
779	0.202707128
780	0.2026763338
781	0.2026542584
782	0.2026081409
783	0.2025726872
784	0.2025315076
785	0.2024782193
786	0.2024475416
787	0.2023929165
788	0.2023630625
789	0.2023340793
790	0.2023221883
791	0.2022803463
792	0.2022304302
793	0.2022131511
794	0.2021760978
795	0.2021587444
796	0.2020959792
797	0.2020515146
798	0.202017072
799	0.2019832611
800	0.2019534669
801	0.2019009794
802	0.2018732615
803	0.2018346248
804	0.2017746734
805	0.2017478241
806	0.2017202327
807	0.2016959183
808	0.2016357334
809	0.2016213481
810	0.2015715411
811	0.2015369079
812	0.2015081655
813	0.2014741516
814	0.2014449086
815	0.2014077646
816	0.2013677221
817	0.2013320289
818	0.2012797365
819	0.2012378603
820	0.2012040662
821	0.2011875704
822	0.2011564255
823	0.2011225071
824	0.2011005455
825	0.2010715048
826	0.2010343743
827	0.2010058919
828	0.2009732489
829	0.200925801
830	0.2008981484
831	0.2008684303
832	0.2008500631
833	0.2008165884
834	0.2007856221
835	0.2007709381
836	0.2007549475
837	0.2007125201
838	0.2006773128
839	0.2006459918
840	0.2006175435
841	0.2005807231
842	0.2005582849
843	0.2005252948
844	0.2004882447
845	0.200476079
846	0.2004179532
847	0.200376625
848	0.2003358749
849	0.2002976358
850	0.2002857467
851	0.2002607014
852	0.2002265368
853	0.2001982371
854	0.200171563
855	0.2001433185
856	0.2001236296
857	0.2000960502
858	0.2000574497
859	0.2000272179
860	0.2000036748
861	0.1999663981
862	0.1999346697
863	0.199892879
864	0.1998669989
865	0.1998442652
866	0.1997995774
867	0.1997604353
868	0.1997264095
869	0.1997094665
870	0.1996879217
871	0.1996477588
872	0.1996008813
873	0.1995593364
874	0.1995476975
875	0.1995041161
876	0.1994672293
877	0.1994430982
878	0.1993973468
879	0.199365984
880	0.1993416832
881	0.1992937229
882	0.1992670571
883	0.1992530196
884	0.1992281551
885	0.1991999341
886	0.1991577419
887	0.199134871
888	0.1990972129
889	0.1990642139
890	0.1990346709
891	0.1990012624
892	0.1989906397
893	0.1989678214
894	0.1989187376
895	0.1988932901
896	0.1988539844
897	0.1988216234
898	0.1987921647
899	0.1987629464
900	0.1987372366
901	0.1987040172
902	0.1986835059
903	0.1986684026
904	0.1986330845
905	0.1985913079
906	0.1985625369
907	0.1985253581
908	0.1984848507
909	0.1984619608
910	0.1984397447
911	0.1984162358
912	0.1983725148
913	0.1983398206
914	0.1983075089
915	0.1982669374
916	0.1982285593
917	0.1981948348
918	0.1981598261
919	0.1981266622
920	0.1980889845
921	0.19805342
922	0.1980127488
923	0.1979837446
924	0.197969507
925	0.1979320424
926	0.1979208802
927	0.1978858379
928	0.1978660301
929	0.1978378606
930	0.1978063473
931	0.1977936353
932	0.1977732079
933	0.1977426353
934	0.1977090438
935	0.197669751
936	0.1976370239
937	0.1975957336
938	0.197573162
939	0.1975536771
940	0.1975259953
941	0.1975085049
942	0.1974751232
943	0.1974665333
944	0.1974330759
945	0.1974022664
946	0.1973607347
947	0.1973320948
948	0.1973014913
949	0.1972885313
950	0.1972745057
951	0.1972446413
952	0.197236378
953	0.1972073144
954	0.1971671516
955	0.1971341003
956	0.1970965156
957	0.1970641339
958	0.1970408612
959	0.1970108128
960	0.196974075
961	0.1969558635
962	0.196928821
963	0.1969006999
964	0.1968547649
965	0.1968261729
966	0.1967942672
967	0.1967782732
968	0.1967665851
969	0.1967370837
970	0.1966920215
971	0.1966681885
972	0.1966374275
973	0.1966182018
974	0.1965967553
975	0.196581466
976	0.1965534756
977	0.1965171702
978	0.1964905733
979	0.19646264
980	0.1964362336
981	0.1964239001
982	0.1963907305
983	0.1963629213
984	0.1963239734
985	0.1963129935
986	0.1962820701
987	0.1962608191
988	0.1962162185
989	0.1962055256
990	0.1961737302
991	0.1961476302
992	0.196112467
993	0.196093226
994	0.1960610075
995	0.1960252932
996	0.1959906325
997	0.1959643378
998	0.1959523986
999	0.1959275273
1000	0.1959007379
1001	0.195877399
1002	0.1958557996
1003	0.1958308578
1004	0.195823882
1005	0.1957915678
1006	0.1957695498
1007	0.1957627111
1008	0.1957389051
1009	0.1957086321
1010	0.1956906735
1011	0.1956572711
1012	0.1956395237
1013	0.1955962273
1014	0.1955785093
1015	0.1955680112
1016	0.1955419542
1017	0.195519135
1018	0.1954935204
1019	0.1954583974
1020	0.1954461327
1021	0.1954116265
1022	0.1953867245
1023	0.19536684
1024	0.1953319942
1025	0.1953064296
1026	0.1952859844
1027	0.1952665317
1028	0.195236974
1029	0.1952120304
1030	0.1951925551
1031	0.1951601285
1032	0.1951345457
1033	0.1951279042
1034	0.1950970758
1035	0.1950674734
1036	0.1950545006
1037	0.1950402906
1038	0.1950090431
1039	0.1949694848
1040	0.1949473687
1041	0.1949267662
1042	0.1949005375
1043	0.1948739259
1044	0.1948365952
1045	0.194825046
1046	0.1947945823
1047	0.1947878809
1048	0.1947566029
1049	0.194737518
1050	0.1947210406
1051	0.1946895662
1052	0.1946587997
1053	0.1946522313
1054	0.1946235505
1055	0.194606677
1056	0.1945958535
1057	0.1945749459
1058	0.1945598061
1059	0.1945446575
1060	0.1945153784
1061	0.1944883677
1062	0.1944623708
1063	0.1944432058
1064	0.1944223849
1065	0.194411834
1066	0.1943713872
1067	0.1943644983
1068	0.194346685
1069	0.1943204141
1070	0.1942990974
1071	0.1942675001
1072	0.1942571377
1073	0.1942461727
1074	0.1942326115
1075	0.1942057204
1076	0.1941911965
1077	0.194161281
1078	0.1941551429
1079	0.1941285759
1080	0.1940979867
1081	0.1940793689
1082	0.1940562439
1083	0.1940375279
1084	0.1940001168
1085	0.1939746341
1086	0.1939684153
1087	0.1939430722
1088	0.1939024358
1089	0.193884725
1090	0.1938663449
1091	0.1938360932
1092	0.1938018395
1093	0.1937745281
1094	0.1937589929
1095	0.1937488901
1096	0.1937302141
1097	0.1937087316
1098	0.1936740531
1099	0.1936562812
1100	0.1936223077
1101	0.1935995893
1102	0.1935934961
1103	0.1935785367
1104	0.1935726984
1105	0.1935529948
1106	0.193543929
1107	0.1935217585
1108	0.1934987609
1109	0.1934739233
1110	0.1934519637
1111	0.1934293064
1112	0.1934074601
1113	0.1934015756
1114	0.1933917267
1115	0.1933743238
1116	0.1933519172
1117	0.1933315557
1118	0.1933197698
1119	0.1932991495
1120	0.193268331
1121	0.1932399007
1122	0.1932073908
1123	0.1932009757
1124	0.1931691818
1125	0.1931520594
1126	0.1931291968
1127	0.1931110081
1128	0.1930837585
1129	0.193053834
1130	0.1930299166
1131	0.1930086474
1132	0.192987081
1133	0.1929639819
1134	0.1929418675
1135	0.1929318097
1136	0.1929076029
1137	0.1928825404
1138	0.1928767021
1139	0.1928503054
1140	0.1928258294
1141	0.1927978781
1142	0.1927825928
1143	0.1927489976
1144	0.1927243662
1145	0.1927011252
1146	0.1926851621
1147	0.1926676762
1148	0.1926465492
1149	0.1926301128
1150	0.1926092185
1151	0.1925764512
1152	0.1925300365
1153	0.1925077349
1154	0.1925025803
1155	0.1924798204
1156	0.1924700337
1157	0.1924640171
1158	0.1924402033
1159	0.1924096561
1160	0.1923849821
1161	0.1923765282
1162	0.1923559496
1163	0.1923336672
1164	0.1923283459
1165	0.1923067183
1166	0.1922961403
1167	0.1922727714
1168	0.1922585969
1169	0.1922404987
1170	0.192217942
1171	0.192205507
1172	0.1921847453
1173	0.1921541383
1174	0.192132408
1175	0.1921237166
1176	0.1920951251
1177	0.1920800797
1178	0.1920579887
1179	0.1920321458
1180	0.1920133893
1181	0.1920086414
1182	0.1919937908
1183	0.1919638064
1184	0.1919432815
1185	0.1919272292
1186	0.1919031683
1187	0.1918833543
1188	0.1918543285
1189	0.1918275582
1190	0.1918222724
1191	0.19181778
1192	0.1918019385
1193	0.1917872594
1194	0.1917784319
1195	0.1917688402
1196	0.1917442015
1197	0.1917166229
1198	0.1917042806
1199	0.1916791142
1200	0.1916511152
1201	0.1916322144
1202	0.1915960015
1203	0.1915775312
1204	0.1915727901
1205	0.1915678565
1206	0.191553297
1207	0.1915388218
1208	0.1915259896
1209	0.1915081869
1210	0.1914810692
1211	0.1914642582
1212	0.1914515612
1213	0.1914336658
1214	0.1914149479
1215	0.1913945512
1216	0.1913786658
1217	0.1913398871
1218	0.1913223767
1219	0.1913068681
1220	0.1912933295
1221	0.1912755472
1222	0.1912518318
1223	0.1912311651
1224	0.1912070204
1225	0.1911817363
1226	0.1911685881
1227	0.1911578048
1228	0.1911401259
1229	0.1911074891
1230	0.1910972905
1231	0.1910826682
1232	0.1910576411
1233	0.1910477926
1234	0.1910286751
1235	0.1910008529
1236	0.1909895187
1237	0.1909846742
1238	0.1909703972
1239	0.1909416225
1240	0.1909231648
1241	0.1909063608
1242	0.1908791727
1243	0.1908748554
1244	0.1908648188
1245	0.1908569507
1246	0.1908344725
1247	0.1908225201
1248	0.1907932898
1249	0.1907631266
1250	0.1907542446
1251	0.1907371737
1252	0.1907127351
1253	0.1906981589
1254	0.1906809047
1255	0.1906637121
1256	0.1906469883
1257	0.1906377724
1258	0.1906152473
1259	0.1906062055
1260	0.1905826564
1261	0.1905757863
1262	0.1905658358
1263	0.1905385321
1264	0.1905109054
1265	0.1905012961
1266	0.190478058
1267	0.1904572029
1268	0.1904398769
1269	0.190429848
1270	0.1904233441
1271	0.190390129
1272	0.1903688732
1273	0.1903472153
1274	0.1903424231
1275	0.190318655
1276	0.1902981231
1277	0.1902785843
1278	0.1902522841
1279	0.1902302525
1280	0.1902199826
1281	0.1901961393
1282	0.1901729088
1283	0.1901631192
1284	0.1901410184
1285	0.1901268567
1286	0.1901149093
1287	0.190110573
1288	0.1901061141
1289	0.1900938187
1290	0.19009001
1291	0.1900804392
1292	0.1900664192
1293	0.1900623532
1294	0.1900403493
1295	0.1900198786
1296	0.1900009737
1297	0.1899906238
1298	0.1899587376
1299	0.1899445811
1300	0.1899332901
1301	0.1899215791
1302	0.1899180509
1303	0.1899054321
1304	0.1898797931
1305	0.1898676976
1306	0.1898554916
1307	0.1898437488
1308	0.1898400921
1309	0.1898276629
1310	0.1898064848
1311	0.1897830954
1312	0.1897640362
1313	0.1897381781
1314	0.1897259218
1315	0.1897126346
1316	0.189689619
1317	0.1896765469
1318	0.1896519275
1319	0.1896343103
1320	0.1896109763
1321	0.1895894264
1322	0.1895704488
1323	0.1895545742
1324	0.1895471717
1325	0.1895328954
1326	0.1895205672
1327	0.1895040175
1328	0.1894888833
1329	0.1894744078
1330	0.1894400465
1331	0.189429297
1332	0.1894198716
1333	0.1893995115
1334	0.1893960682
1335	0.1893771764
1336	0.1893524679
1337	0.1893324626
1338	0.189315945
1339	0.1892753621
1340	0.1892551873
1341	0.1892380824
1342	0.1892193317
1343	0.1892058363
1344	0.1891977885
1345	0.189181836
1346	0.1891772019
1347	0.1891672928
1348	0.1891550052
1349	0.1891414625
1350	0.1891350653
1351	0.1891006061
1352	0.1890868661
1353	0.1890661181
1354	0.1890506426
1355	0.1890460939
1356	0.1890316985
1357	0.1890159774
1358	0.1890048389
1359	0.1889916683
1360	0.1889787703
1361	0.1889746487
1362	0.1889480475
1363	0.1889242924
1364	0.1889015186
1365	0.1888923903
1366	0.1888812406
1367	0.1888723274
1368	0.1888490783
1369	0.188815964
1370	0.188798802
1371	0.1887952287
1372	0.188782009
1373	0.1887785539
1374	0.1887751403
1375	0.1887591294
1376	0.1887526012
1377	0.188737218
1378	0.1887255223
1379	0.1887119919
1380	0.1887004892
1381	0.1886844924
1382	0.1886654452
1383	0.1886546364
1384	0.1886442899
1385	0.1886409228
1386	0.1886242839
1387	0.1886197947
1388	0.188609595
1389	0.1885870818
1390	0.1885670757
1391	0.1885506861
1392	0.1885373997
1393	0.1885180943
1394	0.1885000875
1395	0.1884770326
1396	0.1884645834
1397	0.1884526962
1398	0.1884421965
1399	0.188433323
1400	0.1884291462
1401	0.1884054865
1402	0.1883838335
1403	0.188375772
1404	0.1883686284
1405	0.188355691
1406	0.1883457439
1407	0.1883251811
1408	0.188316443
1409	0.1883031774
1410	0.1882975805
1411	0.1882745466
1412	0.1882573753
1413	0.1882408299
1414	0.1882284233
1415	0.1882149167
1416	0.1882014245
1417	0.1881981486
1418	0.1881817573
1419	0.1881671214
1420	0.1881506272
1421	0.1881311647
1422	0.1881238523
1423	0.1881021108
1424	0.1880988817
1425	0.1880852931
1426	0.1880658744
1427	0.1880564609
1428	0.1880473155
1429	0.1880336082
1430	0.1880172583
1431	0.1879952507
1432	0.1879738298
1433	0.1879627776
1434	0.1879480902
1435	0.1879309273
1436	0.1879266086
1437	0.187914337
1438	0.1878999531
1439	0.1878893458
1440	0.1878681257
1441	0.1878488411
1442	0.1878242631
1443	0.1878047384
1444	0.1877854267
1445	0.1877789286
1446	0.1877694914
1447	0.1877490458
1448	0.1877370084
1449	0.1877337026
1450	0.1877210011
1451	0.1877117723
1452	0.1876915757
1453	0.1876861888
1454	0.1876683205
1455	0.1876428972
1456	0.1876303505
1457	0.1876098405
1458	0.1876031306
1459	0.1875898871
1460	0.187572701
1461	0.1875540911
1462	0.1875450362
1463	0.1875307351
1464	0.1875231119
1465	0.1875131936
1466	0.1874816319
1467	0.1874559251
1468	0.1874448749
1469	0.1874233034
1470	0.1874156236
1471	0.1874026652
1472	0.1873812633
1473	0.1873722673
1474	0.1873517637
1475	0.1873426477
1476	0.1873069097
1477	0.1872951664
1478	0.1872824011
1479	0.1872719967
1480	0.1872616924
1481	0.1872468927
1482	0.1872277874
1483	0.1872198141
1484	0.1872147695
1485	0.1872116419
1486	0.1872084371
1487	0.1871996928
1488	0.1871834631
1489	0.1871699885
1490	0.187163962
1491	0.1871505265
1492	0.1871307354
1493	0.1871178007
1494	0.1871068759
1495	0.1870893312
1496	0.1870805559
1497	0.1870710645
1498	0.1870648178
1499	0.1870499206
1500	0.1870273817
1501	0.1870108269
1502	0.1869982631
1503	0.1869741447
1504	0.186969545
1505	0.1869481322
1506	0.1869300882
1507	0.1869135013
1508	0.1868964875
1509	0.1868787847
1510	0.1868639418
1511	0.1868608341
1512	0.1868351633
1513	0.1868227395
